RecordID,Company,Fiscal Year,Total Revenue,Net Income,Total Assets,Total Liabilities,Cash Flow from Operating Activities,Source,Note
10809,Tesla,2023,84010782246,14915218537,83908058017,42606457883,16623311606,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10810,Microsoft,2023,2.08E+11,80532572545,3.68E+11,2.08E+11,87012647064,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10811,Microsoft,2023,2.14E+11,83546178603,3.72E+11,2.10E+11,82830271812,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10812,Tesla,2022,80907162867,12290834376,80374034057,41731640249,15678589335,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10813,Apple,2021,3.69E+11,90217734351,3.68E+11,2.88E+11,1.04E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10814,Tesla,2021,53692351698,5373429,61383748553,29274790645,5942917076,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10815,Tesla,2021,54335026752,5338024,62095574090,29638760538,5904566001,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10816,Apple,2021,3.68E+11,93511838341,3.66E+11,2.80E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10817,Apple,2022,3.90E+11,99958748592,3.30E+11,2.86E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10818,Apple,2023,3.79E+11,96606391674,3.66E+11,2.79E+11,1.00E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10819,Microsoft,2023,2.07E+11,84806349125,3.78E+11,2.03E+11,77484172803,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10820,Apple,2022,4.12E+11,97927014097,3.37E+11,3.06E+11,1.03E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10821,Microsoft,2023,2.08E+11,84015115579,3.61E+11,2.10E+11,78115799100,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10822,Microsoft,2021,1.73E+11,60732315723,2.92E+11,1.82E+11,61682500736,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10823,Tesla,2021,53427847129,5253187,63722848482,30675414068,5738069501,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10824,Apple,2023,3.95E+11,99522376547,3.43E+11,2.84E+11,1.06E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10825,Microsoft,2021,1.59E+11,59891209063,2.92E+11,1.83E+11,63219174304,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10826,Microsoft,2022,1.97E+11,74355757958,3.28E+11,1.88E+11,76865571866,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10827,Microsoft,2022,1.91E+11,72692008768,3.57E+11,1.82E+11,74805896820,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10828,Tesla,2023,79560582559,15419108827,82660248750,42322236334,16739160282,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10829,Microsoft,2021,1.57E+11,58225128413,3.03E+11,1.85E+11,60485609983,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10830,Microsoft,2021,1.65E+11,59341181805,3.05E+11,1.83E+11,64668598068,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10831,Microsoft,2021,1.69E+11,62601146516,3.09E+11,1.78E+11,61904511537,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10832,Tesla,2021,54220456726,5551003,62580685142,30178467884,5673475869,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10833,Tesla,2021,53934757150,5396286,65832197474,29309647307,5650567269,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10834,Microsoft,2021,1.73E+11,62386093383,3.07E+11,1.86E+11,57917060917,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10835,Apple,2022,4.06E+11,1.00E+11,3.44E+11,2.88E+11,1.08E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10836,Microsoft,2022,2.01E+11,70963755747,3.41E+11,2.01E+11,71545406165,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10837,Microsoft,2021,1.71E+11,61642199513,3.05E+11,1.78E+11,63686902229,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10838,Tesla,2023,81290172056,14832952903,81845089700,41325496317,16484641445,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10839,Microsoft,2021,1.67E+11,63361393608,2.94E+11,1.77E+11,59419000806,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10840,Tesla,2021,54945965314,5298320,61033459479,29220936981,6098634278,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10841,Apple,2022,3.94E+11,1.02E+11,3.49E+11,2.85E+11,1.09E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10842,Apple,2023,3.62E+11,1.01E+11,3.69E+11,2.78E+11,1.04E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10843,Tesla,2022,81905869498,12051147197,82877524523,43043403099,15254815468,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10844,Tesla,2021,53313845444,5259090,65930516858,29709558882,6093842764,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10845,Apple,2021,3.61E+11,97116953809,3.61E+11,2.81E+11,1.09E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10846,Tesla,2022,78867047547,12027325299,80436368221,41960061269,15090072707,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10847,Tesla,2023,81669554274,14544415999,82037805090,42233562208,16584466201,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10848,Microsoft,2023,2.18E+11,84150156548,3.56E+11,2.07E+11,83343283946,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10849,Apple,2022,4.09E+11,99594843405,3.57E+11,2.82E+11,1.08E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10850,Microsoft,2023,2.05E+11,82499761818,3.67E+11,2.08E+11,79951809991,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10851,Tesla,2022,84582477251,11753872812,80520509820,44689547799,15079778971,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10852,Apple,2022,4.06E+11,1.01E+11,3.71E+11,2.90E+11,1.10E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10853,Microsoft,2023,2.11E+11,86488886657,3.55E+11,2.18E+11,79085309281,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10854,Apple,2023,3.78E+11,1.00E+11,3.44E+11,2.89E+11,1.05E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10855,Microsoft,2022,1.97E+11,75880741539,3.40E+11,1.95E+11,72069199070,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10856,Microsoft,2023,2.13E+11,81653993463,3.62E+11,2.07E+11,83887252511,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10857,Microsoft,2023,2.11E+11,84110140331,3.84E+11,2.12E+11,82334092550,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10858,Microsoft,2021,1.69E+11,60192626676,3.06E+11,1.77E+11,57195528608,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10859,Microsoft,2021,1.69E+11,62954346826,3.01E+11,1.78E+11,60980508145,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10860,Microsoft,2021,1.64E+11,62669138920,3.00E+11,1.85E+11,62619061316,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10861,Tesla,2021,53270571393,5473922,63537020907,29280566081,5880747154,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10862,Microsoft,2022,2.03E+11,72746716889,3.30E+11,1.96E+11,72871478449,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10863,Microsoft,2023,2.23E+11,85583281293,3.66E+11,2.10E+11,85381802383,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10864,Tesla,2022,79434282129,11582047514,82170474782,41273373916,15662347601,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10865,Apple,2021,3.78E+11,97070667509,3.49E+11,2.95E+11,1.07E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10866,Apple,2023,3.84E+11,98952940925,3.52E+11,2.98E+11,1.01E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10867,Microsoft,2021,1.68E+11,58979338810,3.13E+11,1.74E+11,61493225635,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10868,Apple,2023,3.83E+11,1.00E+11,3.59E+11,2.90E+11,1.10E+11,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10869,Tesla,2023,80448966376,14938483186,79170007969,41788299975,16452364649,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
10870,Microsoft,2023,2.17E+11,83981597140,3.87E+11,2.07E+11,80796885909,SIMULATED - based on user-provided / approximate centers,Synthetic record for modeling/training; not a substitute for SEC 10-K extraction
